OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,AVLN_EVNTS,AVLN_AFREQ,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_HLRB,AVLN_HLRP,AVLN_HLRR,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,AVLN_RISKV,AVLN_RISKS,AVLN_RISKR,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CFLD_RISKV,CFLD_RISKS,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,CWAV_RISKV,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,DRGT_RISKV,DRGT_RISKS,DRGT_RISKR,ERQK_EVNTS,ERQK_AFREQ,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,ERQK_RISKV,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HAIL_RISKV,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,ISTM_RISKV,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LNDS_RISKV,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,LTNG_RISKV,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,RFLD_RISKV,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,SWND_RISKV,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TRND_RISKV,TRND_RISKS,TRND_RISKR,TSUN_EVNTS,TSUN_AFREQ,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_HLRB,TSUN_HLRP,TSUN_HLRR,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,TSUN_RISKV,TSUN_RISKS,TSUN_RISKR,VLCN_EVNTS,VLCN_AFREQ,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_HLRB,VLCN_HLRP,VLCN_HLRR,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,VLCN_RISKV,VLCN_RISKS,VLCN_RISKR,WFIR_EVNTS,WFIR_AFREQ,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER
2133,C40001,Oklahoma,OK,40,Adair,County,1,40001,19445,2535801724,187088574,583.1320907,10621748.27,66.24244353,Relatively Low,54.54545455,55.30795419,Relatively Low,48.05194805,6463353.804,3029499.044,0.260604574,3023013.056,410841.7036,0.001194691,1.34021E-05,0.002195974,82.51315382,90.99586382,92.62000275,Very High,0.922077922,2.160000086,Very Low,0.012987013,2.318001986,1.643380294,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2,0.123839009,583.1320907,2535801724,19445,2.25562E+11,187088574,2.28285E+11,1.40134E-06,1.91527E-06,0.003385025,Relatively Low,440.0647658,0.004612053,53499.81758,78427.18446,132367.0668,64.09780254,Relatively Moderate,1.73541E-07,2.37185E-07,0.000419198,57.01021356,213200.7753,69.39230035,Relatively Moderate,322,12.43094015,583.1320907,0,0,0.001394364,No Rating,0,0,0,No Expected Annual Losses,0,0,0,0,No Rating,,0.000372607,583.1320907,2535755000,19495,2.26142E+11,2.28678E+11,0.077581829,0.000327951,Relatively Moderate,73302.4,0.002382228,27633.84889,100936.2489,44.5991953,Very Low,2.8907E-05,1.22511E-07,63.26214794,173883.6962,52.11581292,Very Low,285,8.361420358,583.1320907,2535801724,19445,2.25562E+11,187088574,2.28285E+11,9.44942E-07,6.02048E-09,1.4831E-06,Very Low,19952.32283,0.00097424,11301.18418,2352.004435,33605.51145,30.95533499,Very Low,7.86825E-06,5.01023E-08,1.25716E-05,34.98759305,55954.96621,35.41202673,Very Low,47,2.910216718,583.1320907,2535801724,19445,2.25562E+11,187088574,2.28285E+11,2.98273E-08,7.28391E-07,9.07181E-07,Relatively Low,220.1175085,0.041219051,478140.9885,493.9312953,478855.0373,81.24419684,Relatively Moderate,8.68039E-08,2.11978E-06,2.64009E-06,92.44815846,792463.917,85.65065224,Relatively Moderate,2,0.011688388,583.1320907,2535801724,19445,2.25562E+11,182863983.5,2.28281E+11,0.000597834,6.35E-08,0.005427452,Relatively Low,17719.4614,1.44323E-05,167.4149637,11600.55525,29487.43162,25.11889321,Very Low,6.98772E-06,7.42213E-10,6.20057E-05,33.16039775,48528.22186,31.26962764,Very Low,138,2.047145099,583.1320907,2535801724,19445,2.25562E+11,2.28098E+11,9.37517E-05,6.20412E-09,Relatively Moderate,484339.171,0.000245616,2849.150226,487188.3212,88.54097268,Relatively High,0.000191,1.26313E-08,96.06928714,819514.5445,92.23850766,Relatively High,0,0.01,4.307041809,674674804.3,5903.434377,68479838769,69154513573,0.000666988,2.54089E-05,Relatively Low,4500,0.0015,17400,21900,36.32090254,Relatively Low,1.77459E-06,7.71407E-08,54.68505171,34581.82268,70.89624157,Relatively Low,2106,95.68189171,583.1320907,2535801724,19445,2.25562E+11,2.28098E+11,2.69908E-08,3.08635E-09,Relatively Low,6535.660844,0.005804022,67326.65125,73862.31209,44.75546976,Relatively Low,2.57735E-06,2.98484E-07,53.7001287,123036.9421,54.44015444,Relatively Low,64,2.666666667,16.60255529,78025515.41,646.2796541,7496843987,16772977.24,7591642480,0.000288729,5.05461E-05,0.006515138,Relatively Low,60075.23582,0.087111719,1010495.943,291408.6925,1361979.871,76.8183225,Relatively Moderate,2.36908E-05,4.4799E-06,0.001557597,90.34354689,2192923.229,82.72351257,Relatively Moderate,226,6.639910508,583.1320907,2535801724,19445,2.25562E+11,187088574,2.28285E+11,4.15775E-06,9.74391E-08,3.68949E-08,Very Low,69722.0667,0.012522664,145262.9035,46.44973262,215031.42,38.98883375,Relatively Low,2.74951E-05,6.44004E-07,2.48277E-07,54.28039702,357266.922,47.47056952,Relatively Low,28,0.567333085,583.1320907,2535801724,19445,2.25562E+11,187088574,2.28285E+11,0.000162175,8.59462E-06,7.29821E-05,Relatively Low,233312.7652,0.094814019,1099842.616,7746.427821,1340901.809,59.92555831,Relatively Low,9.20075E-05,4.87601E-06,4.14051E-05,78.0707196,2218680.266,68.05599745,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.012120645,36.98512584,403662642.5,3245.79735,37651249259,35087755.85,38089999657,0.4,0.000215563,0.013579329,Very Low,1908045.285,0.008115088,94135.01703,5797.659969,2007977.962,92.07763283,Relatively Moderate,0.000752443,4.17335E-07,3.09889E-05,97.29557747,3290999.784,93.98663697,Relatively Moderate,38,2.352941176,583.1320907,2535801724,19445,2.25562E+11,187088574,2.28285E+11,2.53636E-05,2.8183E-08,2.94606E-05,Relatively High,151334.4929,0.001289442,14957.52148,12968.79814,179260.8126,80.65614361,Relatively Moderate,5.96792E-05,6.63122E-08,6.9319E-05,88.76508821,300713.1854,86.12790328,Relatively High,Mar-23
2134,C40003,Oklahoma,OK,40,Alfalfa,County,3,40003,5699,1134144010,118164673,890.3463418,2997885.599,23.70346802,Very Low,19.48051948,24.51253482,Very Low,22.07792208,2625967.004,1270136.471,0.066032558,765977.6749,589852.8584,0.001119908,1.15867E-05,0.004991787,76.5088208,75.02386255,28.06999969,Relatively Low,0.038961039,51.29999924,Relatively Moderate,0.844155844,2.602998018,1.1416311,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,6,0.371517028,890.3463418,1134144010,5699,66108400000,118164673,67360708683,1.40134E-06,5.52728E-06,0.003385025,Relatively Low,590.4603819,0.011702765,135752.0726,148603.2376,284945.7706,77.77777778,Relatively Moderate,5.20622E-07,2.05348E-06,0.001257594,91.11730115,327877.166,77.82373528,Relatively Moderate,1323,54.79722167,890.3463418,38288741.06,38288741.06,0.000112834,Relatively Low,237106.0036,237106.0036,79.62158809,Relatively Low,0.002006573,74.50372208,271585.4796,79.41457206,Relatively Low,,0.000454122,890.3463418,1134110000,5699,66108400000,67242510000,0.029645964,0.000116393,Relatively Low,15268.4,0.000301231,3494.276873,18762.67687,23.95543175,Very Low,1.34625E-05,5.28568E-08,48.00371402,21391.9788,24.24435253,Very Low,317,9.320359628,890.3463418,1134144010,5699,66108400000,118164673,67360708683,3.39514E-05,3.77336E-09,0.000166391,Relatively High,357016.3225,0.000194514,2256.357492,181955.8342,541228.5142,82.94044665,Relatively Moderate,0.000314789,3.41312E-08,0.00153985,95.78163772,614256.1778,82.85077951,Relatively Moderate,20,1.238390093,890.3463418,1134144010,5699,66108400000,118164673,67360708683,2.98273E-08,4.94505E-07,9.07181E-07,Very Low,41.89282396,0.003490011,40484.1294,132.7513891,40658.77362,42.03033117,Relatively Low,3.69378E-08,6.1239E-07,1.12344E-06,68.33797586,47217.91657,40.08908686,Relatively Low,0,0.008435235,890.3463418,1134144010,5699,66108400000,118164673,67360708683,0.000366077,3.07E-08,0.003225092,Relatively Low,3843.391407,1.62969E-06,18.90440478,3264.683847,7126.979659,8.560311284,Very Low,3.3888E-06,2.85961E-10,2.76283E-05,21.31431042,8136.450273,8.927770301,Very Low,54,0.794844882,890.3463418,1134144010,5699,66108400000,67242544010,0.000293983,1.14376E-07,Relatively High,266353.3712,0.000546689,6341.59352,272694.9648,81.07928048,Relatively Moderate,0.00023485,9.59272E-08,96.96868754,313172.8051,81.37908061,Relatively Moderate,0,0.01,0.017089801,2053317.154,2.248204666,26079174.12,28132491.28,0.005,0.0005,Relatively High,102.6658577,1.1241E-05,130.3958706,233.0617283,2.914446882,Very Low,9.05228E-08,1.97246E-09,3.885929176,251.6150478,2.858978477,Very Low,1768,80.32043018,890.3463418,1134144010,5699,66108400000,67242544010,3.83186E-08,1.73566E-09,Very Low,3481.468229,0.000780309,9051.583198,12533.05143,7.561132561,Very Low,3.06969E-06,1.3692E-07,31.20978121,14445.66901,7.335907336,Very Low,19,0.791666667,0.538501004,291160968.6,987.9713181,11460467290,171001.656,11751799260,0.000671345,4.01496E-06,0.006515138,Very Low,154746.6931,0.00314028,36427.24527,881.9953346,192055.9337,35.6545961,Relatively Low,0.000136444,5.51023E-07,7.46412E-06,76.01361807,209704.9708,33.85300668,Very Low,171,5.013529812,890.3463418,1134144010,5699,66108400000,118164673,67360708683,3.96223E-05,1.38359E-07,7.84207E-06,Relatively Moderate,219656.4111,0.003754672,43554.18946,4651.606485,267862.207,45.71960298,Relatively Low,0.000193676,6.5883E-07,3.93655E-05,86.84863524,304769.2201,42.18899141,Relatively Low,36,1.109461055,890.3463418,1134144010,5699,66108400000,118164673,67360708683,0.00018937,6.64484E-06,4.02675E-05,Relatively Low,238282.1752,0.042014097,487363.5274,5279.030273,730924.7328,43.17617866,Relatively Low,0.000210099,7.37219E-06,4.46752E-05,92.71091811,842424.2878,40.72542157,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,6.20538E-05,35.61338828,165326874.9,674.6370042,7825789249,14201598.15,8005317722,0.4,0.000131417,0.00097116,Relatively Moderate,4873.617672,5.60239E-06,64.9877164,2.209609873,4940.814998,15.94018454,Very Low,4.29718E-06,9.83048E-10,1.86994E-08,49.31594018,5651.326533,16.13108495,Very Low,37,2.291021672,890.3463418,1134144010,5699,66108400000,118164673,67360708683,2.26282E-06,6.93599E-09,2.94606E-05,Relatively Low,5879.601722,8.95183E-05,1038.411705,7975.506086,14893.51951,24.57443516,Relatively Low,5.18418E-06,1.57077E-08,6.74948E-05,77.15877437,17000.53534,21.31721285,Very Low,Mar-23
2135,C40005,Oklahoma,OK,40,Atoka,County,5,40005,14119,1882632204,44742132,999.8358825,4768051.255,40.31180401,Very Low,29.87012987,30.70256886,Very Low,28.57142857,3182231.347,2106758.017,0.08468612,982358.9929,93114.33783,0.001119049,5.99803E-06,0.002081133,65.64531105,76.96468342,80.36000061,Very High,0.636363636,8.210000038,Very Low,0.194805195,2.402436018,1.498335832,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,3,0.185758514,999.8358825,1882632204,14119,1.6378E+11,44742132,1.65708E+11,1.40134E-06,1.91527E-06,0.003385025,Very Low,490.0699207,0.005023213,58269.26647,28133.72857,86893.06497,57.75301764,Relatively Low,2.60311E-07,3.55777E-07,0.000628797,68.77127824,126610.4613,59.68819599,Relatively Moderate,735,29.49600666,999.8358825,2945321.299,2945321.299,0.000366421,Relatively Low,33995.66946,33995.66946,55.58312655,Relatively Low,0.000759813,60.08064516,43057.15249,55.39293668,Relatively Low,,0.000602749,999.8358825,1882590000,14143,1.64059E+11,1.65941E+11,0.050815853,0.000183828,Relatively Low,57662.2,0.001567073,18178.04753,75840.24753,40.57567317,Very Low,3.06285E-05,1.1099E-07,63.57164964,118023.9699,45.3070315,Very Low,225,6.592535135,999.8358825,1882632204,14119,1.6378E+11,44742132,1.65708E+11,4.73924E-05,9.65979E-09,4.26087E-08,Relatively Moderate,606903.4342,0.000922684,10703.13491,12.71961614,617619.2887,84.70843672,Relatively Moderate,0.00032237,6.53505E-08,2.84287E-07,96.58808933,954241.0945,88.16417436,Relatively Moderate,22,1.362229102,999.8358825,1882632204,14119,1.6378E+11,44742132,1.65708E+11,4.596E-08,8.69076E-07,9.07181E-07,Relatively Low,117.8679309,0.016715211,193896.4454,55.29180614,194069.6052,67.31662024,Relatively Low,6.26081E-08,1.18388E-06,1.23579E-06,84.3082637,289097.799,70.41043589,Relatively Low,2,0.009405308,999.8358825,1875311171,14083.52919,1.63369E+11,42641334.6,1.65287E+11,0.000979987,0.000000132,0.009157698,Relatively Low,19762.15149,1.96946E-05,228.4568716,3851.525171,23842.13353,22.26545612,Very Low,1.04971E-05,1.3949E-09,8.60827E-05,38.56463467,36328.19844,26.87303724,Very Low,99,1.466903162,999.8358825,1882632204,14119,1.6378E+11,1.65663E+11,1.91771E-05,6.20412E-09,Relatively Low,53890.96631,0.00012975,1505.10206,55396.06837,49.90006662,Relatively Low,2.86253E-05,9.18976E-09,72.68487675,85501.15803,54.86342438,Relatively Low,0,0.01,1.091763202,173402753.4,1580.093105,18329080017,18502482770,0.002595115,9.49311E-05,Relatively Moderate,4500,0.0015,17400,21900,62.92698214,Relatively Low,2.39027E-06,1.0624E-07,65.84142902,32265.48441,68.03726309,Relatively Low,2343,106.4741614,999.8358825,1882632204,14119,1.6378E+11,1.65663E+11,3.3204E-08,1.86227E-09,Very Low,6620.572961,0.002782985,32282.6243,38903.19726,25.25740026,Very Low,3.51666E-06,1.97109E-07,35.39253539,58377.16717,30.66280566,Relatively Low,22,0.916666667,16.65287475,35689294.94,210.2370405,2438749669,3905089.104,2478344054,0.000346781,3.4342E-05,0.006515138,Relatively Low,11345.00495,0.006618302,76772.30194,23322.01119,111439.3181,27.45280099,Very Low,6.02614E-06,4.68751E-07,0.000521254,44.28969359,165012.616,30.28953229,Very Low,106,3.111478997,999.8358825,1882632204,14119,1.6378E+11,44742132,1.65708E+11,1.06212E-05,9.74391E-08,3.68949E-08,Relatively Low,62167.80718,0.004259482,49409.99438,5.149773324,111582.9513,25.58933002,Relatively Low,3.30217E-05,3.01684E-07,1.15099E-07,44.94416873,169589.2655,27.23512568,Relatively Low,39,0.73767187,999.8358825,1882632204,14119,1.6378E+11,44742132,1.65708E+11,0.000221901,4.0332E-06,2.6376E-05,Relatively Low,308168.9661,0.042006517,487275.5952,870.5415795,796315.1029,45.40942928,Relatively Low,0.00016369,2.97518E-06,1.94569E-05,69.04466501,1203555.256,50.58860961,Relatively Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.009754093,51.41361253,315964488.1,2573.60501,29853818113,12227352.04,30182009953,0.4,0.000149125,0.011257716,Very Low,961895.6218,0.002673078,31007.70127,1316.960111,994220.2832,86.82787146,Relatively Moderate,0.000510931,1.89325E-07,2.94345E-05,95.67292396,1455716.402,88.54597518,Relatively Moderate,19,1.176470588,999.8358825,1882632204,14119,1.6378E+11,44742132,1.65708E+11,5.9748E-06,2.85118E-08,2.94606E-05,Relatively Moderate,13233.35377,0.000468131,5430.322596,1550.740556,20214.41692,30.30021665,Relatively Low,7.02918E-06,3.31561E-08,3.46595E-05,53.07954194,30675.23004,33.78937321,Relatively Low,Mar-23
